title,artist_name
Take This Trail Trip Beside Me (The Best Of Janet Paschal),Janet Paschal
Take Your Chance,Twenty 4 Seven
Take Your Fingers From My Hair  (LP Version),Zebra
Take Your Leave Of Me Baby,Doug MacLeod
Take Your Time feat. Yannick Noah,Jimmy Cliff
Take a Ride,Frost
Take it slow,The Real Kids
Taking Over,Big Rich featuring Devo
Talk,Bert Kaempfert And His Orchestra
Talk About Me,Screamin' Jay Hawkins
Talk About Us,Jennifer Lopez
Talk Like POP,Melt Banana
Talk Of The Town,Firehouse
Talk To Me,Storyville
Talk To Your Daughter (Album Version),Robben Ford
Talkin' Bout A Revolution,6CycleMind
Talking About It Blues,Otis Taylor
Talking Drum (Isea '95),Chris Brown
Talking During Sex (LP Version),Martin Lawrence
Talking To Trees,The Cat's Miaow
Tall Cool One,The Sonics
Tamborera No. 6,Gran Coquivacoa
Tango,Charly Garcia
Tango,Igor Stravinsky
Tango Andorra,Aimable
Tango de la Flor (Album Version),Lole y Manuel
Tanguero,Laurindo Almeida / Charlie Byrd
Tania,Fruko Y Sus Tesos
Tant Que L'on S'aimera,Charles Aznavour
Tanz,ZENFU
Tanzen,Spitfire
Tappin' Out (LP Version),The Katies
Taps,The Sun Harbor's Chorus-Documentary Recordings
Tara De dinicolo De Negura,Negura Bunget
Tarha Tinghi,Philippe Eidel
Taryns Deepest Fear,Angelo Badalamenti
Taste It,Busta Rhymes
Taste Of Dis (Explicit Version),Brooke Valentine
Taste You,Auf Der Maur
Tastes So Good To Me,Cross Country
Tatter Jack Walsh,The Russell Family
Te Ando Buscando,Los Muñequitos De Matanzas
Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasterisé En 2010),Lionel Rogg
Te Fuiste En Abril,Palito Ortega
Te Hacen Falta Vitaminas,Soda Stereo
Te Mentiría,Gian Marco
Te Miattad Változott Meg Az Életem,Belami
Te Necesito,Angelica Maria
Te Necesito,David Summers
Te Parto el Alma (inter. El Tariacuri),Varios
Te Quiero Mamma,Sergio Dalma
Te Quiero Mas,The Party Group
Te Vas Angel Mio,Michael Salgado
Te estoy saboreando,Abracadabra
Te extraño porque te extraño,Carlos Baute
Te quiero tanto,Vilma Palma e Vampiros
Teach Me Tonight (Album Version),Eddie Cano
Teacher's Pet,Extreme
Tear It Up (LP Version),Michael McDonald
Tearing Everyone Down,Anti-Flag
Tears Falling Down,Charlie Peacock
Teasin' Brown,North Mississippi Allstars
Techno Cumbia,Selena
Teenage Baby (Digitally Remastered),T-Bone Walker
Teenage Queen (Album Version),Aiden
Teenage Superstars (Album),Vaselines
Teeny Weeny String Bikini,Gunther & the Sunshine Girls
Tel Que Tu Es,Charlotte Gainsbourg
Telecommunication,Statues
Telegrama,Zeca Baleiro
Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan
Telephone Song,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan
Tell Him,The Exciters
Tell It Like It T-I-IS (Album Version),The B-52's
Tell Jesus [To Come To My House],Livingston Taylor
Tell Me,Toni Braxton
Tell Me Baby,Brownie McGhee
Tell Me Partner,Mike Bloomfield
Tell Me What I Want to Hear,The Dils
Tell Me Who,Big Maybelle
Tell Me Why,Dave Hollister
Tell Me Why,Smokin' Joe Kubek & Bnois King
Tell The Truth (Album Version),Jude Cole
Tell Your Momma Come,Black Eyed Peas
Telling Me Lies,Dolores Keane
Telê,Hélio Ziskind
Tem Do de Mim (Live At El Matador_ San Francisco),Sergio Mendes
Tema Da Desilusão (Garota De Ipanema),Orquestra
Tema De Adrian,2 Minutos
Temblando,Alex Ubago
Tempestad,Ray Sandoval
Temple Bells,Aeoliah
Ten Cities Is Not A European Tour,Pagan Wanderer Lu
Ten Days (Album Version),Missy Higgins
Ten Thousand Angels,Mindy McCready
Ten Tonne,Chase & Status
Tender Lies,Beres Hammond
Tenderly,Billy May & His Orchestra
Tenderly,Eddie Calvert
Tenemos Amigos,Dora The Explorer
Tengo Un Amor,Toby Love featuring Rakim & Ken-Y
Tengo Un Novio Tántriko,Las Ketchup
Tenhert,Tinariwen
Tennessee Blues (Album Version),Geoff Muldaur
Tennessee Central Number Nine,Pee Wee King
Terapia De Amor Intensiva,Soda Stereo
Tercer Mundo,Fito Paez
Teri Nau Ke Paune Teen,Daler Mehndi
Termina La Feria,Gloria Lasso
Terminus,Photek
Termites in the Bathtub,Dntel
Terra,Luar Na Lubre
Terraplane Blues,Scott Ainslie
Terry's Theme from Limelight,Frank Chacksfield
Terve menoo jätkänretale,Irwin Goodman
Teräslintu,Solistiyhtye Suomi
Teska (Teska),Greek Gypsy Musicians
Test 72,Mush
Test 72,Mush
Test Of The Terrarium,Robin Beanland
Testify,Phil Collins
Tetrispack,Modeselektor
Tha Day,K's Choice
Tha Mino Pia Sto Parelthon (2005 Digital Remaster),Dakis
Tha Stand,Bad Azz
Thank You,Jimmy Page / Robert Plant
Thank You,Saga
Thank You For Calling,Billy Walker
Thank You Lord,Horace Andy
Thank You Mama,The Jackson Southernaires
Thank You Mr. Poobah ( Remastered 97' Version ),The Paul Butterfield Blues Band
Thanks A Lot,Martina McBride
Thanks God I'm A Country Boy,Mr. Blue
That Blows My Mind (Slammin' and Way Out There!),The Gone Jackals
That Girl,Gary Morris
That Little Ole Wine Drinker Me - Original,Charlie Walker
That Old Gang Of Mine,Dean Martin
That Rock Won't Roll,Restless Heart
That you fool ed me,Wilks
That's A Woman,Mark Wills
That's How Strong My Love Is,Doyle Bramhall
That's Not the Way Love's Supposed to Be,Tora Tora
That's The Kind Of Baby For Me,Eddie Cantor
That's The Way It Is,Sun Yan-Zi
That's What You Said  (LP Version),Phil Collins
Thats What I Like About a Country Song,Aaron Watson
Thats life,Sane Band
The  First Of The Year,Rubyhorse
The 23rd Psalm,Steve Erquiaga
The 4th Dimension (LP Version),Devo
The Aba Daba Honeymoon,Kitty Kallen
The Air Force song : Evening colors sequence,The Sun Harbor's Chorus-Documentary Recordings
The All-Ireland,Christie Hennessy
The Ambush,Open Hand
The American Ruse (LP Version),The MC5
The Anniversary Waltz,The Fureys
The Anthem,Hatiras
The Arctic Ocean (Album Version),Sinch
The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,Al Denson
The Army Air Corps,The King Sisters & Alvino Rey
The Attitude Song,Steve Vai
The Ava Song,Francis Dunnery
The Avenue (Zack W. Remix),K-OS
The Awakening (Clean),PMD
The Bad And The Beautiful,David Raksin
The Ball,Harry Gregson-Williams
The Ballad Of Sleeping Beauty,Sophie B. Hawkins
The Ballad Of St. Anne's Reel,Ronnie Drew
The Barnyards Of Delgaty (Live),Tommy Makem;The Clancy Brothers
The Battle Of New Orleans,Johnny Horton
The Beat Of My Heart,Eliane Elias
The Beautiful Shepherdess of Arcadia,The Baltimore Consort
The Beginning,Salt The Wound
The Beginning (Giro E Giro Mix),Seal
The Beginning of the Partnership,Nick Ingman;Gavyn Wright
The Bells Of Rhymney,Roger McGuinn
The Benevolent Path,Vulture Industries
The Best Of Radio Roy 1 (Best of 2009),Mario Rosenstock
The Big Rock (LP Version),Maire Brennan
The Big Stall,Theodore Shapiro
The Blackest Years (CD only hidden track),The Distillers
The Blessing,Joi
The Blinding Sun,Gustavo Santaolalla
The Blood Covers It All (Live),Legacy Five
The Blue Side of The Sun,Sigmatropic
The Book of Disquiet,Hey Colossus
The Boss,Lady May
The Bottom Line,Rick Astley
The Bravest Kids (Acoustic),Rancid
The Bubble,Tha Liks featuring King T
The Bull Frog,Edmundo Ros
The Burden (Album Version),Dropkick Murphys
The Burden of Hope,Jars Of Clay
The Burning Season (Live),Primordial
The Burp Heard 'Round The World,James Newton Howard
The Buzzard's Back in Town (Live),Pumpkin Buzzard
The Call,Backstreet Boys
The Captain,The Knife
The Carnival  feat. Japjit Kaur,Niraj Chag
The Carpal Tunnel Of Love,Fall Out Boy
The Carrying Arms,The Antlers
The Cat Came Back,Laurie Berkner
The Champ,Robben Ford
The Chance,Julie Roberts
The Child Deirdre,Mychael Danna & Jeff Danna
The Chosen Legacy,Dimmu Borgir
The Christmas Song,David Banner / Sky / Marcus
The Christmas Song,Mannheim Steamroller
The Christmas Song  (LP Version),Nicole Mullen
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon
The Cleansing Apparatus,A Different Breed of Killer
The Climb/Paranoia,The Pharcyde
The Coldest Days Of My Life,The Chi-Lites
The Coloness Of The Chain,Tony Joe White
The Coming Of The King,Brian Free & Assurance
The Contracting Perception Of Consciousness,Rui Da Silva
The Conversation,Mt. Wilson Repeater
The Cookie Bakers of the Night,Laurie Berkner
The Cool (Amended Album Version),Lupe Fiasco
The Court,Zbigniew Preisner
The Croppy Boy,The Irish Tenors
The Cross That Bears His Name,Cheri Keaggy
The Cube (Live),S.U.P
The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon
The Daddy,Mario Rosenstock
The Dance Of Europe,Dave Brockie Experience
The Dance at The Gym,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra
The Dark Road,White Willow
The Darker Side,Lizzy Borden
The Darkness (Komor Kommando Mix),Zombie Girl
The Date ( LP Version ),Scott Weiland
The Date (Remix By Ana Rago),Avril - Remix By Ana Rago
The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),Twista
The Death Of Romance,Zeromancer
The Deceived,Trivium
The Deep Blue Sea,The Irish Rovers
The Devil,The Rapture
The Devils Crown,KRS-One
The Devil Made Me Do Dat (LP Version),Young-Holt Unlimited
The Distance,Bon Jovi
The Door,Keb' Mo'
The Door,Lenn Hammond
The Door,Silverchair
The Doug McComb Over,A Tundra
The Drama (intro),X-Ecutioners featuring Big Pun
The Drop-Off,The Tragically Hip
The Dropsonde,Caspian
The Drug Suite,Stew
The Dryad_ Op. 45_ No. 1,Pietari Inkinen
The Dynamo Of Volition [From An All Night Session],Jason Mraz
The Earth Isn't Humming,Thrice
The Earth Will Shake,Thrice
The Earth Will Shake,Thrice
The Education Of Jamie,The Family Stand
The Emperor Falls,John Wesley
The End Is Near (LP Version),Leaders Of The New School
The End Of The Line,Metallica
The End. [Live In Mexico],My Chemical Romance
The Epi-Pen,Alexandre Desplat
The Everclear Song,Roger Creager
The Everlasting Gaze (A Static Lullaby),A Static Lullaby
The Ferocious O' Flahertys,Joe Heaney
The Firebird/Apparition de L'Oiseau de Feu_ poursuivi par Ivan Tsarévitch,Columbia Symphony Orchestra;Igor Stravinsky
The First Cut Is The Deepest,Little Angels
The First Leaves Of Autumn,The Fureys
The First Noel,Carl Doy with NZSO
The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix),SNAP!
The Flame,Chimaira
The Flight of the serpentarius,Bruno Sanfilippo
The Force,Onyx
The Forgotten Lands,David Arkenstone
The Fortway,Dirty Harry
The Four Big Ones (Essential Authors And Works),Black Debbath
The Fourth Wish,Bruno Sanfilippo
The Frail,Nine Inch Nails
The Friendly Visit / The Stack of Wheat / The Gypsy Hornpipe,Joe Derrane_ Frankie Gavin_ Brian McGrath
The Fugitives,Blindman's Sun
The Fundamental Alienation,Dimmu Borgir
The Future,Benga
The Future Has Arrived,The All American Rejects
The Gal I Love,Washboard Sam
The Gary Selchie - Solas,Bill Laswell
The Ghost At #1,Jellyfish
The Gift,Natalie Cole
The Girl From Ipanema (Garota De Ipanema),Paula Santoro
The Girl I Find (LP Version),The Impressions
The Gold It's In The ... (1996 Digital Remaster),Pink Floyd
The Golden Rocket,Johnny Horton
The Golden Sea,Danny Davis & The Boys
The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),Pink Floyd
The Gre(A)t Depression,Anti-Flag
The Greed Of Our Stare,Hatesex
The Greeting Song (Album Version),Red Hot Chili Peppers
The Hammer Song (2010 Digital Remaster),Nick Cave & The Bad Seeds
The Hanged Man,Moonspell
The Happy Organ,Dave "Baby" Cortez
The Harbour,Dario Marianelli
The Hard Part's Letting Go,Jeff Talmadge
The Hardway,DJ Isaac
The Harp That Once Through Tara's Halls,Voyager Series
The Haunting,The Misfits
The Healer,Death SS
The Heavenly Place,THE CHIFFONS
The Heretic Anthem (Live version) (Album Version),Slipknot
The Hero Dies in This One,The Ataris
The High and The Mighty,Roger Williams
The Hills Of Old Wyomin',Roy Rogers
The Homecoming Song (Album Version),Owsley
The Hood Comes First (LP Version),Naughty By Nature
The Hotness (ft. Shontelle),Rihanna
The House Is Rockin',Stevie Ray Vaughan And Double Trouble
The Hunter,Paul Rogers
The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack
The Illusionist,Scar Symmetry
The Impala Incident (The Fifth Annual End Of The World Tour),Christoper Titus
The Imperial March from The Empire Strikes Back,John Williams
The Interrogation,Paul Buckmaster
The Invasion (Aka Black Wa Da Da),Burning Spear
The Island etc.,Pagan Wanderer Lu
The Jezebel Spirit,Brian Eno And David Byrne
The Joes Mobilize,Alan Silvestri
The Journey North,Michael Gettel
The Jumping Master,Mikey Dread
The Kangaroo Theory,Edelweiss
The Key,Melissa Auf der Maur
The Keys,Jerry Goldsmith
The Kid's Last Night (heaven is in the mountain),Abner Burnette
The Killing Of Dumbledore ("Harry Potter & The Half-Blood Prince"),Nicholas Hooper
The King,Grandmaster Flash
The Kingdom - Titles,Danny Elfman
The Kiss: Chris & The Model Airplane,Philip Glass
The Kiss: Golden Coins,Philip Glass
The Lakes Of Pontchartrain,Planxty
The Last Man On Earth,Schoolyard Heroes
The Last Round,Amoral
The Last Song,The Fool'S Nose
The Last Stand,Statues
The Last Thing I Need,Big Mike Griffin
The Last Thing On My Mind (Previously Unissued),Noel Harrison
The Last Word (Amended Version),Rah Digga (Featuring Outsidaz)
The Law Gonna Step On You (1931),Bo Carter
The Legend of Yellow Boobie,Year of Desolation
The Legionnaire,K.T. Oslin
The Letter That Johnny Walker Read,Asleep At The Wheel
The Letters,Rachel Portman
The Lie,Bad Religion
The Lifestyle That Got Away,The High Strung
The Line,The Small Knives
The Little Stack Of Barley / Cronin's Hornpipe,Séamus Ennis
The Little White Cloud That Cried,The Knightsbridge Strings
The Loco Motion,Little Eva
The Loco-Motion,Little Eva
The Lone Prairie,King Curtis
The Lonesome Boatman,The Fureys
The Long Goodbye,Miranda Lee Richards
The Look Of Love,Gary Hobbs
The Lord Will Go Before You,Janet Paschal
The Lord's Prayer,Dario Marianelli
The Lords Prayer,Jane Winther
The Lost Name of God,Amorphis
The Love We Had Version,Jimmy Riley
The Luck You Got,The High Strung
The Lull Before The Storm,Ron Goodwin
The Magic Violin,Hot Club Of Cowtown
The Main Thing (LP Version),Scott Krippayne
The Majesty Of Rock,Spinal Tap
The Man From U.N.C.L.E.,The London Theatre Orchestra
The Man Machine (2009 Digital Remaster),Kraftwerk
The Man with the Dogs,Dead Kennedys
The Marquis and the Scaffold (From "Quills"),Nick Ingman
The Matter With You (Part I_ Ii_ Iii),Avril
The Meantime,Phantom Planet
The Melting Moon (Edit),VHS Or Beta
The Michael Vick Song,Tim Wilson
The Mighty SB,Michael Landau
The Milky Way,Ron Goodwin
The Minuet Of The Robots,Perrey And Kingsley
The Mission,30 Seconds To Mars
The Mission,Stephen Marley / Damian Marley
The Mist,Kitaro
The Modern Rome Burning,Anti-Flag
The Modern World,The Jam
The Mojo,J.B. Lenoir
The Money Will Roll Right In,Mudhoney
The Monkey King,William Orbit
The Moon And I (Ordinary Day Album Version),Jeff And Sheri Easter
The Moon Was Yellow,Russ Morgan
The More I See You,Eliane Elias
The Muddy Morning Hymn,Shaman
The Munster Cloak,Seamus Egan
The Murder Prologue,Steve Vai
The Mystery Epoch,Loop Guru
The Name Is...,Fuel
The Never-Ending Why,Placebo
The New Girl,Javier Navarrete
The Nightmare Begins,ZombieSuckers
The Object Of My Affection,Russ Morgan
The Obsession,The James Taylor Quartet
The Ocean (Live Version),Zebra
The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),Andy Griffith
The One,Miguel Migs
The One I Got,Jonny Lang
The One I've Been Waiting For (Diamond Days Album Version),Out Of The Grey
The One Piece Puzzle,SKYCLAD
The One Who Lives Inside Your Heart,Lari White
The Only One I Trust,City High
The Only Road (Album Version),Dropkick Murphys
The Order Of Death,Public Image Ltd
The Original Colossal Drag Rag,The Even Dozen Jug Band
The Other Boleyn Girl - Opening Titles,Paul Cantelon
The Other Side,Super700
The Other Side Of That Hill,Barbara Fairchild
The Owl and the Pussy-cat,Igor Stravinsky
The Painter,Rance Allen Group
The Painter,Rance Allen Group
The Painter And The Magician,William Coulter
The Paper Remix,Tunsi
The Passion (Regular),Aeoliah
The People You Care For,John Ottman
The Phantom Of The Opera/Wishing You Were Somehow Here Again,Montserrat Caballé
The Pig,Showbread
The Plan (The Plan Album Version),Raze
The Planet (Explicit),Gang Starr
The Plot To Bomb The Panhandle (Album Version),A Day To Remember
The Poet And The Pendulum,Nightwish
The Portrait (Live) (Reissue) (Album Version),King Diamond
The Possibilities of Loving You,Francis Dunnery
The Power Of,Nora
The Prayer - Feat. T.O. & Timberly K. Simmons,Agency 1.9.9.4
The Preacher,The Bronx Horns
The Preacher & the Funeral,LaWanda Page
The President's Speech,James Horner
The Process Revealed,Roj
The Professor's Conference/Horse Feathers (Dialogue),The Marx Brothers
The Quality of Life,Charlie Peacock
The Queen's Treatment,Ada Jane
The Question Is (Album Version),The Winans
The Race,Bikini Machine
The Radio Saved My Life Tonight,Bon Jovi
The Raggle Taggle Gypsy,The Chieftains
The Rainbow Bridge,Danny Williams
The Ram And The Scorpio,Alphonse Mouzon
The Reach,White Willow
The Real Rock,Shinehead
The Real Trick,Slackbaba
The Reason I Go On,Céline Dion
The Remembrance Ballad (Album Version),Atreyu
The Ride (Album),Cinder
The River,Curtis
The Road Goes On Forever,The Highwaymen
The Rock,Abijah
The Rock,Atomic Rooster
The Roof Song,Mr Brown
The Room,Bruce Carroll
The Rover (Takao Tajima Remix),Original Love
The Saga Of Rita Joe,Danilo Perez / Claus Ogerman
The Same God,Carman featuring Commissioned & The Christ Church Choir
The Same Love That Made Me Laugh  [LP Version],Irma Thomas
The Same Man (For Matthew),Rachel Loy
The Same Old Innocence,Architecture In Helsinki
The Scarifice Ceremony,Max Steiner
The Scenic Route,John Brown
The Second One,Remy Shand
The Second Summer Of Love,Danny Wilson
The Sector of Foliage,Pumpkin Buzzard
The Shaskeen / Gan Ainm,Cherish The Ladies
The Silver Gate,Dark Fortress
The Sirius Deception (Album Version),Nicholas Hooper
The Small Print,Muse
The Snows,Pentangle
The Son Of Hickory Holler's Tramp,Kenny Rogers
The Son Shines Down On Me,Asleep At The Wheel
The Song From Moulin Rouge,Percy Faith And His Orchestra
The Song Is You,Percy Faith
The Song Remains The Same (2007 Remastered Album Version),Led Zeppelin
The Song from Moulin Rogue Where Is Your Heart,Percy Faith & Felicia Sanders
The Song of the Riddles,Willie Clancy
The Sound From There,Norman Howard
The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),Joy Division
The Sound of C (Acapella),Confetti's
The Southern Soldier Boy,Kathy Mattea
The Space Between,DAVE MATTHEWS BAND
The Special Two (Australian Version),Missy Higgins
The Spinward Marches,The Lord Weird Slough Feg
The Star-Spangled Banner (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band
The Storm,Lloyd Spiegel
The Story (get It On),Tanto Metro & Devonte
The Story Goes On,The Steeles
The Story Of An Artist,Daniel Johnston
The Story Of My Life,Bobby Vee
The Stranger,James Horner
The Strongest Wind That Blows,Shriekback
The Suit,Public Image Ltd
The Sukkubus Lustrate,Belphegor
The Sun Shine Down My Way,Doug MacLeod
The Sun Shines From You,Teenage Fanclub
The Sun is here for you,Jane Winther
The Sweep,Two Man Advantage
The Sweetest Curse,Baroness
The Sweetest Sounds,Helen O'Connell
The Taking Of Angelique,Dark Shadows
The Tarnished Angels (remastered),Fehlfarben
The Tennessee Waltz,The Fontane Sisters
The Things That I Used To Do,Guitar Slim
The Things You Do,Slum Village
The Think Drink Theme,The Harvey Averne Dozen
The Three X's,Electric O & Ishkan
The Three-Dimensional Shadow,Scar Symmetry
The Thrill Is Gone,Jude Taylor & His Burning Flames
The Tide Is High - Original,John Holt
The Tie That Binds,Moon Mullican
The Traffic Jam,Stephen Marley / Damian Marley
The Train Kept A Rollin,Tiny Bradshaw
The Traveller,Atman
The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors
The Trolley Song (Live Album Version),Eddie Cano
The True Beast,All Shall Persih
The Truth,MN
The Truth Forever,The Master Musicians of Jajouka featuring Bachir Attar
The Tube,Spectra Soul
The Ultimate,The Roots
The Unidentified Flying Object,Perrey And Kingsley
The Universe is in the Oven,Cobra Killer
The Up,Utopia
The Urban Gospel,Shade Sheist / N.U.N.E. / King Arthur
The Urge To Merge,Kate Clinton
The Urgency (LP Version),Wayne Watson
The Very Conscious,The Antripodean Collective
The Vine,Mr.De'
The Vitalized Shell,Enthroned
The Waiting,Zombina & The Skeletones
The Way,Saigon Kick
The Way I Am,Eminem
The Way I Am,Eminem
The Way I Am,Eminem
The Way I Loved You,Taylor Swift
The Way It Is,Tesla
The Way Love Is,Captain Hollywood Project
The Way Of Love (West Coast Diaries Vol. 1 Album Version),Charlie Peacock
The Way We Were,The London Pops Orchestra
The Way You Do The Things You Do,Jerry Butler
The Wedding,Brian Dullaghan
The Wedding Samba,Edmundo Ros
The Wedding Samba,Edmundo Ros
The White Spirit,Uman
The White's Bedroom - Fire Escape,The Plasmatics
The Whole World Looking At Me (Explicit LP Version),Busta Rhymes
The Wickedness,Paul Glazby
The Wild Ones (1996 Digital Remaster),Lou Busch
The Wind (Tears For You),Cece Winans
The Windmills Of Your Mind,Toots Thielemans
The Windsor Tap Recap,Cotton Candy
The Witching Hour,John Mayall
The Woman I Need (Honky Tonk Mind),Johnny Horton
The Wonderful World Of The Young,Danny Williams
The Wonders,Yami Bolo
The World In My Hands (We Are One),SNAP!
The World Is Waiting For The Sunrise,Bob Crosby
The World Turned Upside Down,Coldplay
The World'll Be OK,Teenage Fanclub
The Wrapper,Marco Beltrami
The Wreckage Intro (Album Version),Throw The Fight
The Yellow Rose Of Texas,Roy Rogers
The Yellow Rose Of Texas (From Giants),Orlando Pops Orchestra
The drifter,Dennis Brown
The frog song,Alain-François
The last havoc,Necrodaemon
The tears I cried,Lara & The Gumbo Lickers
The way to Peace,Uman
The west's awake,Tony Malone And The Rapparees
The wrong woman,Billy Price_ Fred Chapellier
Them No Care,Super Cat
Theme From "Come September" (LP Version),Bobby Darin
Theme From the Victors,Frank Chacksfield
Theme III,Silent Stream Of Godless Elegy
Then Came You,Boogie Pimps
Then He Said_ "Sing,Ivan Parker
Therapie,Kool Savas
There Alone Go I,Moss
There Are More Questions Than Answers,Johnny Nash
There Are Things I Think You Should Know,Statues
There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes
There Is a Way,Jeff & Sheri Easter
There It Go (The Whistle Song),Juelz Santana
There She Goes Again,R.E.M.
There Will Be Blood Tonight,Lizzy Borden
There Will Come A Day (Album Version),Faith Hill
Theresa,Portable
These Days,Ayo
These Days,Hushabye Baby
These Days,Take It Back!
These Foolish Things,Fixx_ The
These Four Walls,Shawn Colvin
These Nest Five Years,At All Cost
These Old Eyes Have Seen It All,George Jones
These Words,Natasha Bedingfield
They Came To Boston,Mighty Mighty Bosstones
They Have a Name,The Chap
They Held Hands,Dave Rave_ Mark McCarron
They Know (Remix),Rick Ross
They Reminisce Over You (Single Version),Pete Rock & C.L. Smooth
They Ride By Night,Charles Williams
They Say (Album),Jupiter Rising
Thine Is The Kingdom,Parachute Band
Things Could Turn Around,fIREHOSE
Things I Don't Understand,Coldplay
Things You Do To Me,Martin Sexton
Things i say,Wilks
Think,The Rolling Stones
Think About Me,Sister Hazel
Think Back,Galactic
Think That Love Was In Your Heart,Glen Ricks
Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star
This Ain't A Love Song,Bon Jovi
This Ain't Pleasure,L7
This Christmas (LP Version),Donny Hathaway
This Guitar Says Sorry,Billy Bragg
This Heart Of Mine,Josh White
This House Is Haunted,Alice Cooper
This Is A Gang,CMW - Compton's Most Wanted
This Is A Stick Up,Ghetto Mafia
This Is For My Bitches,Jim Jones featuring Oshy
This Is How A Heart Breaks,Joe McBride
This Is How We Live: Northern Cali,Big Rich featuring Devo
This Is My Country,The Impressions
This Is My Life,Phil Vassar
This Is My Life,Rita Chiarelli
This Is NOT a Crass Song,Anti-Flag
This Is Not A Love Song,Public Image Ltd
This Is Our Album_ Eh?,Bob McKenzie / Doug McKenzie
This Is Where It Ends (Album Version),Barenaked Ladies
This Is Why I'm Hot (The Original) (Single Version) (Edited),MIMS
This Kind Of Love (Full Band),Sister Hazel
This Little Child (Brown),Scott Wesley Brown
This Love,Maroon 5
This Lullaby,Queens Of The Stone Age
This Melody (Live),Julien Clerc
This One's For You,Barry Manilow
This Side Of Paradise,Nestor Torres
This This (LP Version),Nicole C. Mullen
This Time,David Saylor
This Time (Learning To Trust Album Version),David Meece
This Time I Know,Theodis Ealey
This Time I'll Be Sweeter,Maysa
This Train,The Winans
This Train (Munk Edit),Who Made Who
This Very Moment,Set Your Goals
This White Circle,Kitty Wells
This Will Be Laughing Week,Ultimate Fakebook
This World Is Not My Home,James Blackwood with The Light Crust Doughboys
This Year (ReMastered),Curtis Mayfield
This is How It Goes (Timmy Trumpet Remix),Goldfish
This is My Father's World/For the Beauty of the Earth,Glad
This is My Year,Mac Dre
Thorns of Charon (Pt. 2) - Emerge from Hades,Astarte
Those Less Fortunate Than I,Darryl Worley
Those Were the Days,John Berry
Threadbare Gypsy Soul,Pat Green
Three Bells / Les 3 cloches,Leon Russel
Three Hearts In A Tangle,Roy Drusky
Three Is a Crowd,Rory Block
Three Little Birds,Bob Marley & The Wailers
Three Little Fishes,Frankie Howard
Three Little Words,The Refreshments
Three Nil (live) (Album Version),Slipknot
Three Romances_ Op. 22: III,Double Image
Three Times Seven,Doc & Merle Watson
Three Wheel Cadillac,Foghat
Thresh Hold,Uphill Battle
Thrill Me,Simply Red
Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack
Thrill Pistol,Tigertailz
Thriller,Fall Out Boy
Thriller (Album),Singing Melody
Thrones And Dominions (Album),Earth
Through Bucky's Eyes,Michael Gettel
Through The Eyes Of Faith,The Booth Brothers
Through The Wire,Kanye West
Through With You,Maroon 5
Through the Looking Glass (jazz),Chris Standring
Throw,Mr.De'
Throwdown At The Hoedown (LP Version),Bela Fleck And The Flecktones
Thug Love,X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty
Thug Queen,X-Raided
Thump Thump Da Box,DJ Phiene
Ti Patheno,Yiannis Tassios
Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,Leo Ku
Tibetan Turquoise (World),R. Carlos Nakai
Tic,Helmet
Tides Of Time,Donna The Buffalo
Tiempos Dificiles,Juan Carlos Baglietto
Tien An Man Dream Again,fIREHOSE
Tigerauge Rock,Günter Noris
Tigers Fucking (Spoken Word) (Album Version),Joe Rogan
Til The Storm Passes By,Bill & Gloria Gaither
Til The Victory's Won,Vanessa Bell Armstrong
Till The End Of The Day (Alternate Mix),Big Star
Till There Was You (John Creamer & Stephane K Remix),Rachael Starr
Till We Ain't Strangers Anymore,Bon Jovi
Time / Confusion,Arthur Brown
Time After Time,Ann Hampton Callaway
Time Flies,Jeckyll & Hyde
Time Is On My Side,The Rolling Stones
Time Is/Time Was,Brian Keane
Time On My Hands (You In My Arms),Ray Conniff;Billy Butterfield
Time Travel,Klaus Badelt
Time Will Crawl (Extended Dance Mix),David Bowie
Time Will Tell,Ice
Time Will Tell,MxPx
Time You'll Never Get Back,Williamson
Time Zone (Album Version),Lauren Wood
Time to come true,SOJA
Timeless Spirals,Daniel Kobialka
Times Like These,Albin Myers
